,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,company_size_g,team_size_g,role_group,salary_avg
4183,25-29,Man,Ukraine,Master’s degree,3-5 years,2,3-4 years,Manufacturing/Fabrication,Small,Medium,Data Engineer,45000.0
4196,18-21,Man,Russia,Bachelor’s degree,3-5 years,4,2-3 years,Academics/Education,Large,No team,Data Scientist,12500.0
4198,30-34,Man,France,Master’s degree,3-5 years,2,2-3 years,Insurance/Risk Assessment,Large,Large,Data Engineer,45000.0
4201,30-34,Man,Russia,High school,1-3 years,3,Under 1 year,Shipping/Transportation,Small,Small,Data Scientist,17500.0
4208,25-29,Woman,Poland,Master’s degree,5-10 years,3,3-4 years,Online Service/Internet-based Services,Medium,Small,Data Scientist,35000.0
4209,25-29,Man,Spain,Bachelor’s degree,3-5 years,4,1-2 years,Computers/Technology,Large,Small,Data Engineer,17500.0
4214,45-49,Man,Russia,Master’s degree,20+ years,4,Under 1 year,Broadcasting/Communications,Large,Large,Other,1500.0
4223,45-49,Man,Italy,Master’s degree,3-5 years,1,4-5 years,Academics/Education,Small,Small,Data Scientist,12500.0
4228,50-54,Man,Spain,Some college,10-20 years,2,Under 1 year,Computers/Technology,Medium,No team,Data Scientist,1500.0
4231,50-54,Woman,Netherlands,Bachelor’s degree,< 1 years,2,No experience,Energy/Mining,Large,Large,Other,500.0
4238,45-49,Man,Spain,Master’s degree,1-3 years,2,Under 1 year,Shipping/Transportation,Medium,No team,Other,45000.0
4245,18-21,Man,Russia,Bachelor’s degree,1-3 years,1,1-2 years,Academics/Education,Large,No team,Data Engineer,39176.71626648631
4247,30-34,Man,Russia,Bachelor’s degree,5-10 years,2,Under 1 year,Marketing/CRM,Medium,Small,Data Engineer,2500.0
4252,45-49,Man,Netherlands,Master’s degree,20+ years,4,Under 1 year,Online Service/Internet-based Services,Large,No team,Data Engineer,75000.0
4254,30-34,Man,Germany,Bachelor’s degree,< 1 years,2,Under 1 year,Broadcasting/Communications,Small,Small,Data Analyst,3500.0
4255,18-21,Man,Russia,Some college,3-5 years,2,2-3 years,Accounting/Finance,Large,Large,Data Engineer,2500.0
4263,40-44,Man,Sweden,Master’s degree,3-5 years,2,4-5 years,Accounting/Finance,Small,Small,Other,112500.0
4271,22-24,Man,Poland,Master’s degree,1-3 years,1,1-2 years,Accounting/Finance,Large,Large,Data Analyst,22500.0
4272,45-49,Man,Russia,Some college,20+ years,4,1-2 years,Computers/Technology,Small,Small,Data Analyst,500.0
4275,35-39,Man,Russia,Bachelor’s degree,20+ years,1,No experience,Computers/Technology,Medium,No team,Data Engineer,27500.0
4282,30-34,Woman,Germany,Master’s degree,3-5 years,1,2-3 years,Computers/Technology,Large,Large,Data Engineer,500.0
4287,25-29,Man,Germany,Master’s degree,< 1 years,3,Under 1 year,Academics/Education,Small,Small,Data Engineer,500.0
4288,30-34,Man,Italy,Bachelor’s degree,10-20 years,3,1-2 years,Other,Medium,Small,Other,27500.0
4296,25-29,Man,Spain,Bachelor’s degree,< 1 years,2,Under 1 year,Energy/Mining,Small,Small,Data Analyst,45000.0
4297,30-34,Man,Russia,Master’s degree,5-10 years,4,4-5 years,Accounting/Finance,Large,Medium,Data Scientist,55000.0
4304,45-49,Man,Switzerland,Master’s degree,20+ years,4,2-3 years,Computers/Technology,Medium,Small,Data Engineer,85000.0
4309,18-21,Man,Germany,I prefer not to answer,1-3 years,2,Under 1 year,Academics/Education,Medium,Small,Data Scientist,8750.0
4315,40-44,Man,Russia,I prefer not to answer,1-3 years,1,Under 1 year,Academics/Education,Large,Medium,Data Analyst,35000.0
4319,45-49,Man,Denmark,Master’s degree,20+ years,3,4-5 years,Accounting/Finance,Large,Small,Data Scientist,137500.0
4320,18-21,Man,Germany,I prefer not to answer,< 1 years,2,Under 1 year,Other,Small,No team,Data Scientist,12500.0
4326,45-49,Woman,France,Some college,< 1 years,1,No experience,Computers/Technology,Small,Small,Other,22500.0
4337,40-44,Man,Russia,Master’s degree,10-20 years,2,1-2 years,Manufacturing/Fabrication,Large,Small,Data Engineer,12500.0
4340,22-24,Man,Russia,Bachelor’s degree,1-3 years,2,2-3 years,Accounting/Finance,Large,Large,Data Analyst,8750.0
4355,50-54,Man,Spain,Bachelor’s degree,20+ years,2,5-10 years,Manufacturing/Fabrication,Large,Small,Data Analyst,35000.0
4356,30-34,Man,Romania,Master’s degree,< 1 years,2,Under 1 year,Online Service/Internet-based Services,Large,No team,Other,35000.0
4362,25-29,Woman,Germany,Doctoral degree,3-5 years,1,3-4 years,Academics/Education,Large,Large,Other,45000.0
4367,22-24,Man,Romania,Some college,3-5 years,3,No experience,Computers/Technology,Large,Small,Data Engineer,17500.0
4372,22-24,Man,Greece,Bachelor’s degree,5-10 years,1,2-3 years,Accounting/Finance,Large,Large,Data Analyst,8750.0
4377,50-54,Man,France,Master’s degree,3-5 years,4,No experience,Insurance/Risk Assessment,Large,Large,Data Analyst,39176.71626648631
4383,40-44,Man,Czech Republic,Bachelor’s degree,1-3 years,2,Under 1 year,Shipping/Transportation,Large,Large,Data Analyst,6250.0
4387,30-34,Man,Belgium,Master’s degree,3-5 years,3,1-2 years,Retail/Sales,Large,Small,Data Scientist,137500.0
4391,35-39,Man,Ukraine,Doctoral degree,3-5 years,1,1-2 years,Shipping/Transportation,Large,Small,Data Scientist,1500.0
4403,30-34,Woman,Russia,Master’s degree,< 1 years,4,No experience,Government/Public Service,Large,Small,Data Analyst,2500.0
4404,25-29,Man,France,Doctoral degree,5-10 years,2,4-5 years,Government/Public Service,Large,Large,Data Scientist,22500.0
4415,30-34,Man,Germany,Master’s degree,5-10 years,2,4-5 years,Computers/Technology,Large,Large,Data Engineer,112500.0
4419,45-49,Man,France,Doctoral degree,< 1 years,1,2-3 years,Manufacturing/Fabrication,Small,No team,Data Engineer,55000.0
4425,22-24,Woman,France,Master’s degree,1-3 years,2,No experience,Academics/Education,Small,Medium,Data Scientist,500.0
4433,30-34,Man,Spain,Master’s degree,1-3 years,1,No experience,Other,Medium,Small,Data Analyst,22500.0
4434,18-21,Man,Russia,Master’s degree,1-3 years,3,1-2 years,Insurance/Risk Assessment,Large,Small,Data Scientist,12500.0
4448,25-29,Woman,Spain,Doctoral degree,1-3 years,2,2-3 years,Academics/Education,Small,Small,Data Scientist,27500.0
4458,40-44,Man,Germany,Master’s degree,10-20 years,3,5-10 years,Insurance/Risk Assessment,Large,Large,Other,112500.0
4466,55-59,Man,Denmark,Bachelor’s degree,20+ years,2,4-5 years,Government/Public Service,Large,Small,Data Engineer,137500.0
4476,40-44,Other,Germany,Some college,1-3 years,2,Under 1 year,Retail/Sales,Small,No team,Data Analyst,39176.71626648631
4488,35-39,Man,Netherlands,Master’s degree,10-20 years,2,3-4 years,Non-profit/Service,Large,Small,Data Scientist,65000.0
4495,40-44,Man,France,Master’s degree,5-10 years,1,3-4 years,Insurance/Risk Assessment,Small,Small,Other,112500.0
4500,45-49,Man,Ukraine,Master’s degree,20+ years,1,1-2 years,Energy/Mining,Large,No team,Data Scientist,12500.0
4507,22-24,Man,Ukraine,Doctoral degree,3-5 years,1,2-3 years,Medical/Pharmaceutical,Large,Small,Data Scientist,500.0
4515,22-24,Man,Spain,Master’s degree,3-5 years,1,2-3 years,Academics/Education,Small,No team,Data Analyst,17500.0
4518,22-24,Woman,Spain,Master’s degree,< 1 years,1,No experience,Accounting/Finance,Small,Small,Data Analyst,17500.0
4519,25-29,Man,France,Master’s degree,1-3 years,2,2-3 years,Computers/Technology,Small,Small,Data Scientist,65000.0
4522,40-44,Man,Denmark,Master’s degree,1-3 years,2,Under 1 year,Government/Public Service,Large,Small,Data Analyst,85000.0
4524,55-59,Man,Spain,Master’s degree,20+ years,3,10-20 years,Government/Public Service,Large,Medium,Data Analyst,112500.0
4527,40-44,Man,Denmark,Some college,3-5 years,4,2-3 years,Computers/Technology,Small,Small,Data Engineer,65000.0
4534,45-49,Man,France,Master’s degree,10-20 years,1,4-5 years,Other,Small,Small,Data Scientist,22500.0
4535,25-29,Man,Czech Republic,Master’s degree,5-10 years,1,2-3 years,Shipping/Transportation,Large,Small,Data Scientist,35000.0
4546,30-34,Man,Ireland,Doctoral degree,1-3 years,2,Under 1 year,Academics/Education,Large,Large,Data Scientist,17500.0
4547,30-34,Man,Germany,Professional doctorate,< 1 years,3,Under 1 year,Academics/Education,Medium,Small,Data Scientist,55000.0
4551,25-29,Man,UK,Bachelor’s degree,< 1 years,1,No experience,Government/Public Service,Large,Small,Data Analyst,500.0
4552,30-34,Man,Ireland,Master’s degree,5-10 years,2,1-2 years,Broadcasting/Communications,Large,No team,Data Engineer,6250.0
4561,25-29,Man,Italy,Master’s degree,3-5 years,2,2-3 years,Other,Small,Small,Data Scientist,35000.0
4563,25-29,Man,Sweden,Master’s degree,5-10 years,2,1-2 years,Marketing/CRM,Large,Medium,Data Scientist,45000.0
4567,45-49,Man,Poland,High school,10-20 years,2,No experience,Manufacturing/Fabrication,Medium,Small,Data Analyst,45000.0
4568,22-24,Man,Poland,Master’s degree,3-5 years,3,1-2 years,Accounting/Finance,Small,Small,Data Scientist,8750.0
4580,35-39,Man,Germany,Master’s degree,3-5 years,4,4-5 years,Other,Large,Small,Data Engineer,112500.0
4585,22-24,Man,Ukraine,Master’s degree,3-5 years,3,3-4 years,Retail/Sales,Small,Small,Data Scientist,1500.0
4588,30-34,Man,Italy,Master’s degree,1-3 years,3,Under 1 year,Other,Large,Large,Data Scientist,35000.0
4592,25-29,Man,Ukraine,Master’s degree,3-5 years,2,No experience,Accounting/Finance,Medium,Small,Data Analyst,22500.0
4593,45-49,Man,Poland,Master’s degree,20+ years,4,No experience,Computers/Technology,Medium,Small,Data Engineer,45000.0
4597,30-34,Man,UK,Doctoral degree,5-10 years,1,3-4 years,Accounting/Finance,Large,Large,Data Scientist,112500.0
4598,35-39,Man,Spain,Bachelor’s degree,5-10 years,3,Under 1 year,Online Business/Internet-based Sales,Small,No team,Other,27500.0
4601,25-29,Man,Ukraine,Master’s degree,10-20 years,4,Under 1 year,Retail/Sales,Large,Small,Data Engineer,35000.0
4607,30-34,Man,UK,Master’s degree,5-10 years,4,Under 1 year,Other,Large,No team,Data Engineer,75000.0
4608,40-44,Woman,Portugal,Bachelor’s degree,10-20 years,3,Under 1 year,Computers/Technology,Large,No team,Data Engineer,500.0
4616,35-39,Man,Poland,Master’s degree,3-5 years,1,4-5 years,Computers/Technology,Large,Large,Data Scientist,65000.0
4622,35-39,Man,Germany,Master’s degree,3-5 years,2,4-5 years,Military/Security/Defense,Large,Medium,Data Engineer,137500.0
4623,25-29,Man,Austria,Master’s degree,5-10 years,2,1-2 years,Computers/Technology,Small,Small,Data Analyst,45000.0
4625,50-54,Man,UK,Some college,20+ years,3,4-5 years,Non-profit/Service,Medium,Small,Other,45000.0
4626,40-44,Man,Germany,Doctoral degree,20+ years,4,10-20 years,Academics/Education,Large,Large,Data Scientist,65000.0
4627,22-24,Man,Italy,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Medium,Large,Other,500.0
4628,40-44,Man,Portugal,Master’s degree,5-10 years,1,2-3 years,Retail/Sales,Small,Small,Data Scientist,45000.0
4633,40-44,Man,Austria,Bachelor’s degree,< 1 years,1,No experience,Manufacturing/Fabrication,Medium,No team,Other,55000.0
4642,25-29,Man,Germany,Master’s degree,10-20 years,2,3-4 years,Computers/Technology,Medium,Small,Data Scientist,75000.0
4643,30-34,Man,Belarus,Bachelor’s degree,1-3 years,3,Under 1 year,Online Service/Internet-based Services,Small,Small,Data Analyst,500.0
4644,35-39,Man,Ukraine,Master’s degree,10-20 years,1,1-2 years,Energy/Mining,Large,Small,Data Scientist,3500.0
4645,45-49,Man,Spain,Bachelor’s degree,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Small,Small,Other,1500.0
4652,22-24,Man,Russia,Bachelor’s degree,< 1 years,1,1-2 years,Computers/Technology,Small,No team,Data Scientist,6250.0
4678,30-34,Man,Belgium,Master’s degree,3-5 years,2,2-3 years,Retail/Sales,Large,Medium,Data Scientist,137500.0
4684,40-44,Man,Italy,Doctoral degree,10-20 years,2,10-20 years,Academics/Education,Large,Small,Data Scientist,35000.0
4686,25-29,Man,Belgium,Master’s degree,1-3 years,3,2-3 years,Retail/Sales,Small,Small,Data Scientist,500.0
4688,25-29,Woman,Germany,Master’s degree,1-3 years,3,Under 1 year,Non-profit/Service,Medium,Small,Other,35000.0
4696,50-54,Man,Portugal,Doctoral degree,20+ years,3,10-20 years,Computers/Technology,Small,Small,Data Scientist,27500.0
4697,40-44,Man,Italy,High school,10-20 years,2,No experience,Online Business/Internet-based Sales,Large,No team,Other,8750.0
4698,45-49,Man,Italy,Master’s degree,20+ years,3,No experience,Computers/Technology,Large,Small,Data Analyst,45000.0
4703,22-24,Woman,Germany,Doctoral degree,3-5 years,3,2-3 years,Academics/Education,Large,Small,Data Scientist,65000.0
4707,50-54,Man,Portugal,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Small,Small,Other,22500.0
4709,25-29,Man,Russia,Master’s degree,3-5 years,3,4-5 years,Retail/Sales,Large,Small,Data Scientist,35000.0
4711,45-49,Man,Poland,Master’s degree,10-20 years,4,1-2 years,Marketing/CRM,Large,Small,Data Scientist,4500.0
4714,40-44,Man,Russia,Master’s degree,20+ years,1,2-3 years,Shipping/Transportation,Large,Small,Other,137500.0
4721,30-34,Man,Austria,Master’s degree,3-5 years,2,3-4 years,Accounting/Finance,Small,Small,Data Scientist,55000.0
4722,35-39,Woman,Germany,Doctoral degree,10-20 years,2,5-10 years,Shipping/Transportation,Large,Large,Data Scientist,75000.0
4727,25-29,Man,Ireland,Master’s degree,10-20 years,1,Under 1 year,Other,Large,Small,Other,85000.0
4731,25-29,Man,Spain,Some college,< 1 years,3,Under 1 year,Academics/Education,Small,No team,Data Analyst,500.0
4736,25-29,Man,France,Master’s degree,3-5 years,2,1-2 years,Accounting/Finance,Small,Medium,Data Analyst,45000.0
4740,30-34,Man,Ukraine,Doctoral degree,5-10 years,2,5-10 years,Computers/Technology,Medium,Medium,Data Scientist,112500.0
4746,30-34,Man,Spain,Master’s degree,10-20 years,4,5-10 years,Accounting/Finance,Large,Large,Data Scientist,85000.0
4748,55-59,Man,France,Master’s degree,20+ years,4,2-3 years,Accounting/Finance,Large,Medium,Data Engineer,55000.0
4752,22-24,Man,Russia,I prefer not to answer,1-3 years,1,1-2 years,Retail/Sales,Large,Small,Data Analyst,6250.0
4756,40-44,Man,Russia,Some college,3-5 years,2,Under 1 year,Computers/Technology,Small,Small,Data Engineer,3500.0
4765,30-34,Man,Ireland,Doctoral degree,10-20 years,1,5-10 years,Online Service/Internet-based Services,Small,Small,Data Scientist,55000.0
4766,30-34,Man,Russia,Master’s degree,1-3 years,3,1-2 years,Computers/Technology,Medium,Small,Data Engineer,2500.0
4769,35-39,Man,Ukraine,Bachelor’s degree,10-20 years,4,Under 1 year,Computers/Technology,Small,Small,Data Engineer,55000.0
4783,40-44,Woman,UK,Master’s degree,1-3 years,1,Under 1 year,Academics/Education,Small,No team,Other,55000.0
4796,55-59,Man,France,Some college,5-10 years,2,No experience,Government/Public Service,Large,No team,Data Analyst,55000.0
4797,25-29,Man,France,Master’s degree,5-10 years,1,5-10 years,Computers/Technology,Small,Small,Data Engineer,45000.0
4806,35-39,Man,Belarus,Master’s degree,1-3 years,1,2-3 years,Broadcasting/Communications,Small,Small,Data Analyst,35000.0
4818,30-34,Man,Russia,Bachelor’s degree,5-10 years,4,1-2 years,Military/Security/Defense,Large,Small,Data Scientist,500.0
4822,35-39,Man,France,Master’s degree,5-10 years,2,Under 1 year,Accounting/Finance,Large,No team,Data Engineer,500.0
4832,40-44,Man,Greece,Master’s degree,10-20 years,2,1-2 years,Manufacturing/Fabrication,Medium,Small,Data Engineer,35000.0
4844,18-21,Man,UK,Some college,< 1 years,2,No experience,Government/Public Service,Large,Large,Data Analyst,22500.0
4846,22-24,Woman,Belarus,Master’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,Medium,Data Scientist,1500.0
4848,30-34,Man,Germany,Doctoral degree,5-10 years,2,No experience,Broadcasting/Communications,Large,Large,Data Scientist,75000.0
4851,25-29,Man,Spain,Master’s degree,1-3 years,2,1-2 years,Academics/Education,Small,Small,Data Analyst,27500.0
4853,18-21,Man,Austria,Bachelor’s degree,5-10 years,3,3-4 years,Computers/Technology,Medium,Large,Data Scientist,45000.0
4854,25-29,Man,Poland,Doctoral degree,5-10 years,2,4-5 years,Medical/Pharmaceutical,Large,Small,Data Scientist,22500.0
4857,30-34,Man,Portugal,Master’s degree,10-20 years,2,3-4 years,Computers/Technology,Medium,Small,Data Engineer,35000.0
4863,35-39,Man,Austria,Doctoral degree,< 1 years,1,Under 1 year,Energy/Mining,Small,Small,Data Analyst,500.0
4870,55-59,Man,Netherlands,Master’s degree,3-5 years,2,3-4 years,Government/Public Service,Large,Large,Data Analyst,65000.0
4876,40-44,Man,Poland,Doctoral degree,10-20 years,2,5-10 years,Academics/Education,Large,No team,Data Scientist,27500.0
4888,35-39,Man,Germany,Some college,3-5 years,1,1-2 years,Academics/Education,Small,No team,Other,35000.0
4895,22-24,Man,Russia,Master’s degree,< 1 years,1,No experience,Academics/Education,Small,Small,Data Scientist,500.0
4900,50-54,Man,Russia,I prefer not to answer,20+ years,1,Under 1 year,Computers/Technology,Small,No team,Data Engineer,3500.0
4901,25-29,Woman,Austria,Doctoral degree,3-5 years,2,4-5 years,Other,Large,Small,Data Scientist,2500.0
4907,45-49,Man,France,Master’s degree,10-20 years,2,1-2 years,Computers/Technology,Large,Large,Data Analyst,95000.0
4920,35-39,Man,Russia,Doctoral degree,10-20 years,2,5-10 years,Hospitality/Entertainment/Sports,Small,Small,Other,75000.0
4925,50-54,Man,Germany,Master’s degree,20+ years,3,2-3 years,Computers/Technology,Large,Large,Data Engineer,137500.0
4928,25-29,Man,Ukraine,Some college,3-5 years,2,1-2 years,Manufacturing/Fabrication,Small,Small,Data Analyst,8750.0
4932,40-44,Woman,Russia,Master’s degree,< 1 years,2,1-2 years,Computers/Technology,Small,Small,Data Scientist,500.0
4936,35-39,Man,Germany,Doctoral degree,10-20 years,2,5-10 years,Online Service/Internet-based Services,Large,Large,Data Analyst,55000.0
4941,45-49,Man,Spain,Some college,10-20 years,1,10-20 years,Online Service/Internet-based Services,Medium,Small,Other,22500.0
4947,25-29,Man,Spain,Master’s degree,1-3 years,2,1-2 years,Online Service/Internet-based Services,Large,Small,Data Scientist,27500.0
4950,45-49,Man,Netherlands,Master’s degree,5-10 years,4,1-2 years,Shipping/Transportation,Small,Small,Data Analyst,75000.0
4955,30-34,Man,France,Master’s degree,5-10 years,3,4-5 years,Online Service/Internet-based Services,Large,Medium,Data Scientist,75000.0
4957,30-34,Man,France,Doctoral degree,1-3 years,1,20 or more years,Academics/Education,Small,No team,Data Scientist,1500.0
4962,22-24,Man,Russia,Master’s degree,3-5 years,2,3-4 years,Computers/Technology,Large,Small,Data Engineer,500.0
4964,30-34,Man,Belgium,Doctoral degree,5-10 years,3,Under 1 year,Academics/Education,Small,No team,Data Scientist,55000.0
4968,35-39,Man,Netherlands,Professional doctorate,20+ years,2,4-5 years,Medical/Pharmaceutical,Small,Small,Data Scientist,65000.0
