,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary,country_group,company_size_g,team_size_g,salary_avg,salary_group,role_group
7727,35-39,Woman,Other,Doctoral degree,Data Scientist,10-20 years,5,3-4 years,Academics/Education,0-49 employees,5-9,0-999,Other,Small,Small,500.0,less than 10k,Data Scientist
7728,25-29,Man,Spain,Bachelor’s degree,Product Manager,< 1 years,2,Under 1 year,Energy/Mining,0-49 employees,1-2,40000-49999,Europe,Small,Small,45000.0,between 30k and 50k,Data Analyst
7729,30-34,Man,Russia,Master’s degree,Data Scientist,5-10 years,4,4-5 years,Accounting/Finance,"10,000 or more employees",10-14,50000-59999,Europe,Large,Medium,55000.0,between 50k and 80k,Data Scientist
7730,30-34,Man,Singapore,Master’s degree,Software Engineer,3-5 years,4,Under 1 year,Other,50-249 employees,1-2,30000-39999,Other,Medium,Small,35000.0,between 30k and 50k,Data Engineer
7734,45-49,Man,Egypt,Doctoral degree,Data Analyst,5-10 years,3,Under 1 year,Academics/Education,"10,000 or more employees",0,5000-7499,Other,Large,No team,6250.0,less than 10k,Data Analyst
7736,50-54,Man,India,Doctoral degree,Data Scientist,10-20 years,3,5-10 years,Computers/Technology,"10,000 or more employees",20+,2000-2999,India,Large,Large,2500.0,less than 10k,Data Scientist
7739,40-44,Man,USA,Master’s degree,Data Engineer,1-3 years,2,1-2 years,Computers/Technology,"10,000 or more employees",20+,100000-124999,USA,Large,Large,112500.0,between 80k and 125k,Data Engineer
7741,40-44,Man,Ecuador,Master’s degree,Data Engineer,5-10 years,1,1-2 years,Retail/Sales,"1000-9,999 employees",1-2,2000-2999,Other,Large,Small,2500.0,less than 10k,Data Engineer
7743,45-49,Man,Switzerland,Master’s degree,Software Engineer,20+ years,4,2-3 years,Computers/Technology,50-249 employees,3-4,80000-89999,Europe,Medium,Small,85000.0,between 80k and 125k,Data Engineer
7746,30-34,Woman,India,Bachelor’s degree,Data Scientist,3-5 years,2,2-3 years,Computers/Technology,"10,000 or more employees",10-14,4000-4999,India,Large,Medium,4500.0,less than 10k,Data Scientist
7748,22-24,Man,China,Master’s degree,Software Engineer,1-3 years,3,No experience,Computers/Technology,50-249 employees,5-9,30000-39999,Other,Medium,Small,35000.0,between 30k and 50k,Data Engineer
7751,30-34,Man,India,Master’s degree,Data Scientist,5-10 years,2,3-4 years,Broadcasting/Communications,50-249 employees,3-4,25000-29999,India,Medium,Small,27500.0,between 10k and 30k,Data Scientist
7752,25-29,Man,India,Doctoral degree,Research Scientist,3-5 years,1,3-4 years,Academics/Education,0-49 employees,20+,5000-7499,India,Small,Large,6250.0,less than 10k,Data Scientist
7754,18-21,Man,Germany,I prefer not to answer,Data Scientist,1-3 years,2,Under 1 year,Academics/Education,50-249 employees,3-4,7500-9999,Europe,Medium,Small,8750.0,less than 10k,Data Scientist
7757,45-49,Man,Israel,Bachelor’s degree,Data Scientist,20+ years,2,2-3 years,Insurance/Risk Assessment,250-999 employees,15-19,125000-149999,Other,Large,Medium,137500.0,more than 125k,Data Scientist
7760,22-24,Woman,Tunisia,Doctoral degree,Data Scientist,1-3 years,5,No experience,Academics/Education,0-49 employees,3-4,300000-499999,Other,Small,Small,400000.0,more than 125k,Data Scientist
7762,40-44,Man,USA,Master’s degree,Data Scientist,10-20 years,2,1-2 years,Academics/Education,"1000-9,999 employees",3-4,100000-124999,USA,Large,Small,112500.0,between 80k and 125k,Data Scientist
7766,35-39,Man,India,Master’s degree,Data Scientist,5-10 years,2,10-20 years,Broadcasting/Communications,"10,000 or more employees",20+,30000-39999,India,Large,Large,35000.0,between 30k and 50k,Data Scientist
7767,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,3,No experience,Computers/Technology,250-999 employees,1-2,0-999,India,Large,Small,500.0,less than 10k,Data Engineer
7768,40-44,Man,Russia,I prefer not to answer,Business Analyst,1-3 years,1,Under 1 year,Academics/Education,"10,000 or more employees",10-14,30000-39999,Europe,Large,Medium,35000.0,between 30k and 50k,Data Analyst
7769,55-59,Man,USA,Bachelor’s degree,Data Analyst,20+ years,3,No experience,Online Service/Internet-based Services,0-49 employees,0,70000-79999,USA,Small,No team,75000.0,between 50k and 80k,Data Analyst
7770,45-49,Woman,Egypt,Doctoral degree,Program/Project Manager,10-20 years,2,1-2 years,Broadcasting/Communications,50-249 employees,1-2,10000-14999,Other,Medium,Small,12500.0,between 10k and 30k,Data Analyst
7771,35-39,Man,Canada,Master’s degree,Data Analyst,3-5 years,2,2-3 years,Computers/Technology,"10,000 or more employees",15-19,50000-59999,Other,Large,Medium,55000.0,between 50k and 80k,Data Analyst
7772,45-49,Man,Denmark,Master’s degree,Data Scientist,20+ years,3,4-5 years,Accounting/Finance,250-999 employees,3-4,125000-149999,Europe,Large,Small,137500.0,more than 125k,Data Scientist
7773,18-21,Man,Germany,I prefer not to answer,Data Scientist,< 1 years,2,Under 1 year,Other,0-49 employees,0,10000-14999,Europe,Small,No team,12500.0,between 10k and 30k,Data Scientist
7775,22-24,Man,Tunisia,Master’s degree,Machine Learning Engineer,1-3 years,4,1-2 years,Accounting/Finance,0-49 employees,3-4,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
7777,40-44,Man,Chile,Master’s degree,Product Manager,< 1 years,1,No experience,Energy/Mining,"1000-9,999 employees",1-2,40000-49999,Other,Large,Small,45000.0,between 30k and 50k,Data Analyst
7779,45-49,Man,Spain,Professional doctorate,Research Scientist,20+ years,5,20 or more years,Academics/Education,"1000-9,999 employees",20+,40000-49999,Europe,Large,Large,45000.0,between 30k and 50k,Data Scientist
7780,40-44,Woman,USA,Professional doctorate,Data Analyst,20+ years,4,5-10 years,Marketing/CRM,"1000-9,999 employees",20+,100000-124999,USA,Large,Large,112500.0,between 80k and 125k,Data Analyst
7782,35-39,Man,South Africa,Bachelor’s degree,Software Engineer,5-10 years,2,2-3 years,Insurance/Risk Assessment,"1000-9,999 employees",1-2,3000-3999,Other,Large,Small,3500.0,less than 10k,Data Engineer
7786,45-49,Woman,France,Some college,Other,< 1 years,1,No experience,Computers/Technology,0-49 employees,1-2,20000-24999,Europe,Small,Small,22500.0,between 10k and 30k,Other
7789,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,1-3 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
7790,35-39,Man,Taiwan,Some college,Developer Relations/Advocacy,10-20 years,3,1-2 years,Accounting/Finance,"1000-9,999 employees",3-4,10000-14999,Other,Large,Small,12500.0,between 10k and 30k,Data Engineer
7791,35-39,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,3-5 years,4,Under 1 year,Computers/Technology,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
7792,55-59,Other,Other,Doctoral degree,Research Scientist,10-20 years,3,5-10 years,Other,"1000-9,999 employees",5-9,10000-14999,Other,Large,Small,12500.0,between 10k and 30k,Data Scientist
7795,30-34,Man,Indonesia,Doctoral degree,Research Scientist,10-20 years,4,5-10 years,Academics/Education,250-999 employees,3-4,1000-1999,Other,Large,Small,1500.0,less than 10k,Data Scientist
7796,25-29,Man,Japan,Bachelor’s degree,Program/Project Manager,< 1 years,2,Under 1 year,Manufacturing/Fabrication,"10,000 or more employees",20+,60000-69999,Other,Large,Large,65000.0,between 50k and 80k,Data Analyst
7797,25-29,Woman,Brazil,Doctoral degree,Software Engineer,5-10 years,2,Under 1 year,Academics/Education,"10,000 or more employees",0,0-999,Other,Large,No team,500.0,less than 10k,Data Engineer
7799,60-69,Man,Other,Some college,Other,20+ years,3,No experience,Computers/Technology,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Other
7800,45-49,Man,India,Professional doctorate,Data Scientist,20+ years,7,10-20 years,Academics/Education,"1000-9,999 employees",20+,25000-29999,India,Large,Large,27500.0,between 10k and 30k,Data Scientist
7801,30-34,Man,Algeria,Doctoral degree,Data Scientist,3-5 years,2,1-2 years,Shipping/Transportation,0-49 employees,1-2,15000-19999,Other,Small,Small,17500.0,between 10k and 30k,Data Scientist
7802,40-44,Man,Russia,Master’s degree,Software Engineer,10-20 years,2,1-2 years,Manufacturing/Fabrication,"1000-9,999 employees",3-4,10000-14999,Europe,Large,Small,12500.0,between 10k and 30k,Data Engineer
7803,25-29,Woman,Other,Bachelor’s degree,Data Analyst,< 1 years,1,No experience,Retail/Sales,"1000-9,999 employees",1-2,10000-14999,Other,Large,Small,12500.0,between 10k and 30k,Data Analyst
7807,35-39,Woman,Other,Master’s degree,Data Scientist,1-3 years,3,1-2 years,Medical/Pharmaceutical,0-49 employees,1-2,70000-79999,Other,Small,Small,75000.0,between 50k and 80k,Data Scientist
7808,22-24,Man,Russia,Bachelor’s degree,Data Analyst,1-3 years,2,2-3 years,Accounting/Finance,"10,000 or more employees",20+,7500-9999,Europe,Large,Large,8750.0,less than 10k,Data Analyst
7810,40-44,Man,Argentina,Master’s degree,Data Scientist,20+ years,3,10-20 years,Online Service/Internet-based Services,0-49 employees,1-2,20000-24999,Other,Small,Small,22500.0,between 10k and 30k,Data Scientist
7811,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,1,Under 1 year,Other,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Scientist
7812,30-34,Man,Philippines,Bachelor’s degree,Research Scientist,< 1 years,1,Under 1 year,Non-profit/Service,0-49 employees,1-2,7500-9999,Other,Small,Small,8750.0,less than 10k,Data Scientist
7813,25-29,Man,Egypt,Bachelor’s degree,Software Engineer,3-5 years,5,No experience,Computers/Technology,50-249 employees,0,0-999,Other,Medium,No team,500.0,less than 10k,Data Engineer
7814,30-34,Man,Sri Lanka,Bachelor’s degree,Other,1-3 years,1,No experience,Accounting/Finance,"1000-9,999 employees",10-14,5000-7499,Other,Large,Medium,6250.0,less than 10k,Other
7816,30-34,Man,South Africa,Bachelor’s degree,Data Scientist,3-5 years,3,2-3 years,Accounting/Finance,"10,000 or more employees",20+,40000-49999,Other,Large,Large,45000.0,between 30k and 50k,Data Scientist
7820,45-49,Man,Japan,I prefer not to answer,Research Scientist,1-3 years,1,Under 1 year,Medical/Pharmaceutical,250-999 employees,0,125000-149999,Other,Large,No team,137500.0,more than 125k,Data Scientist
7821,22-24,Man,Taiwan,Bachelor’s degree,Data Scientist,1-3 years,1,Under 1 year,Online Service/Internet-based Services,0-49 employees,1-2,2000-2999,Other,Small,Small,2500.0,less than 10k,Data Scientist
7822,35-39,Man,Sri Lanka,Master’s degree,Software Engineer,10-20 years,5,Under 1 year,Accounting/Finance,"1000-9,999 employees",10-14,10000-14999,Other,Large,Medium,12500.0,between 10k and 30k,Data Engineer
7825,25-29,Man,Australia,Master’s degree,Data Analyst,5-10 years,3,2-3 years,Academics/Education,0-49 employees,1-2,40000-49999,Other,Small,Small,45000.0,between 30k and 50k,Data Analyst
7826,18-21,Woman,Japan,Some college,Data Analyst,< 1 years,1,Under 1 year,Academics/Education,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Analyst
7827,40-44,Man,Other,Professional doctorate,Data Scientist,5-10 years,3,5-10 years,Computers/Technology,250-999 employees,20+,150000-199999,Other,Large,Large,175000.0,more than 125k,Data Scientist
7829,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,5-10 years,2,2-3 years,Computers/Technology,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
7831,30-34,Man,USA,Master’s degree,Data Engineer,10-20 years,6,1-2 years,Military/Security/Defense,250-999 employees,5-9,100000-124999,USA,Large,Small,112500.0,between 80k and 125k,Data Engineer
7832,50-54,Man,Spain,Bachelor’s degree,Program/Project Manager,20+ years,2,5-10 years,Manufacturing/Fabrication,250-999 employees,5-9,30000-39999,Europe,Large,Small,35000.0,between 30k and 50k,Data Analyst
7833,30-34,Man,Romania,Master’s degree,Other,< 1 years,2,Under 1 year,Online Service/Internet-based Services,250-999 employees,0,30000-39999,Europe,Large,No team,35000.0,between 30k and 50k,Other
7834,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,3,Under 1 year,Insurance/Risk Assessment,0-49 employees,1-2,5000-7499,India,Small,Small,6250.0,less than 10k,Data Analyst
7835,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,1,1-2 years,Computers/Technology,"10,000 or more employees",20+,3000-3999,India,Large,Large,3500.0,less than 10k,Data Scientist
7836,35-39,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,3,Under 1 year,Academics/Education,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Engineer
7838,35-39,Man,India,Master’s degree,Data Scientist,< 1 years,2,Under 1 year,Energy/Mining,50-249 employees,0,15000-19999,India,Medium,No team,17500.0,between 10k and 30k,Data Scientist
7840,70,Man,USA,Professional doctorate,Research Scientist,20+ years,1,Under 1 year,Government/Public Service,"10,000 or more employees",20+,200000-249999,USA,Large,Large,225000.0,more than 125k,Data Scientist
7841,22-24,Woman,India,Master’s degree,Business Analyst,< 1 years,4,Under 1 year,Computers/Technology,"10,000 or more employees",3-4,0-999,India,Large,Small,500.0,less than 10k,Data Analyst
7842,25-29,Woman,Germany,Doctoral degree,Other,3-5 years,1,3-4 years,Academics/Education,"1000-9,999 employees",20+,40000-49999,Europe,Large,Large,45000.0,between 30k and 50k,Other
7846,22-24,Man,USA,Master’s degree,Software Engineer,1-3 years,3,Under 1 year,Online Service/Internet-based Services,"10,000 or more employees",20+,10000-14999,USA,Large,Large,12500.0,between 10k and 30k,Data Engineer
7849,30-34,Woman,UAE,Master’s degree,Other,< 1 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Other
7850,60-69,Man,Brazil,Bachelor’s degree,Program/Project Manager,20+ years,2,1-2 years,Marketing/CRM,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Analyst
7851,25-29,Woman,India,Bachelor’s degree,Data Scientist,< 1 years,4,Under 1 year,Retail/Sales,"10,000 or more employees",5-9,1000-1999,India,Large,Small,1500.0,less than 10k,Data Scientist
7853,30-34,Man,Argentina,Master’s degree,Data Scientist,5-10 years,4,4-5 years,Accounting/Finance,"1000-9,999 employees",15-19,25000-29999,Other,Large,Medium,27500.0,between 10k and 30k,Data Scientist
7856,22-24,Man,Romania,Some college,Software Engineer,3-5 years,3,No experience,Computers/Technology,250-999 employees,3-4,15000-19999,Europe,Large,Small,17500.0,between 10k and 30k,Data Engineer
7862,45-49,Man,Japan,Bachelor’s degree,Other,20+ years,1,1-2 years,Academics/Education,50-249 employees,0,60000-69999,Other,Medium,No team,65000.0,between 50k and 80k,Other
7864,18-21,Man,Nigeria,Master’s degree,Machine Learning Engineer,1-3 years,2,1-2 years,Computers/Technology,0-49 employees,1-2,1000-1999,Other,Small,Small,1500.0,less than 10k,Data Engineer
7869,22-24,Man,Greece,Bachelor’s degree,Data Analyst,5-10 years,1,2-3 years,Accounting/Finance,"10,000 or more employees",20+,7500-9999,Europe,Large,Large,8750.0,less than 10k,Data Analyst
7872,30-34,Man,India,Master’s degree,Data Analyst,1-3 years,2,1-2 years,Non-profit/Service,250-999 employees,5-9,1000-1999,India,Large,Small,1500.0,less than 10k,Data Analyst
7874,25-29,Man,USA,Doctoral degree,Machine Learning Engineer,3-5 years,1,3-4 years,Computers/Technology,50-249 employees,3-4,5000-7499,USA,Medium,Small,6250.0,less than 10k,Data Engineer
7875,40-44,Man,Nigeria,Bachelor’s degree,Software Engineer,< 1 years,1,Under 1 year,Marketing/CRM,0-49 employees,3-4,10000-14999,Other,Small,Small,12500.0,between 10k and 30k,Data Engineer
7881,22-24,Man,India,Some college,Data Scientist,1-3 years,6,Under 1 year,Manufacturing/Fabrication,50-249 employees,5-9,3000-3999,India,Medium,Small,3500.0,less than 10k,Data Scientist
7883,35-39,Man,Brazil,Master’s degree,Data Analyst,10-20 years,2,2-3 years,Insurance/Risk Assessment,"1000-9,999 employees",20+,40000-49999,Other,Large,Large,45000.0,between 30k and 50k,Data Analyst
7884,25-29,Woman,Chile,Bachelor’s degree,Machine Learning Engineer,1-3 years,2,1-2 years,Other,"10,000 or more employees",20+,15000-19999,Other,Large,Large,17500.0,between 10k and 30k,Data Engineer
7885,30-34,Woman,UAE,Bachelor’s degree,Other,3-5 years,1,No experience,Other,50-249 employees,1-2,100000-124999,Other,Medium,Small,112500.0,between 80k and 125k,Other
7889,22-24,Man,India,Master’s degree,Software Engineer,3-5 years,4,Under 1 year,Computers/Technology,0-49 employees,1-2,3000-3999,India,Small,Small,3500.0,less than 10k,Data Engineer
7890,40-44,Man,Czech Republic,Bachelor’s degree,Business Analyst,1-3 years,2,Under 1 year,Shipping/Transportation,"10,000 or more employees",20+,5000-7499,Europe,Large,Large,6250.0,less than 10k,Data Analyst
7891,22-24,Woman,Turkey,Bachelor’s degree,Software Engineer,< 1 years,1,No experience,Computers/Technology,50-249 employees,15-19,0-999,Other,Medium,Medium,500.0,less than 10k,Data Engineer
7894,25-29,Man,Other,Master’s degree,Data Analyst,1-3 years,1,Under 1 year,Online Service/Internet-based Services,"10,000 or more employees",20+,40000-49999,Other,Large,Large,45000.0,between 30k and 50k,Data Analyst
7897,30-34,Man,USA,Master’s degree,Data Engineer,5-10 years,2,5-10 years,Military/Security/Defense,"10,000 or more employees",20+,250000-299999,USA,Large,Large,275000.0,more than 125k,Data Engineer
7899,30-34,Man,Belgium,Master’s degree,Data Scientist,3-5 years,3,1-2 years,Retail/Sales,"1000-9,999 employees",5-9,125000-149999,Europe,Large,Small,137500.0,more than 125k,Data Scientist
7901,50-54,Man,Canada,Doctoral degree,Data Scientist,20+ years,3,10-20 years,Accounting/Finance,"10,000 or more employees",20+,125000-149999,Other,Large,Large,137500.0,more than 125k,Data Scientist
